dvbm,movefactor,vslel,vslmult,wvel,wvpdl
2.3209967166131813,2.287178715844692,0.5270422747593742,206.51062858114105,1.2167855652529846,0.2873690183021779
4.886356091713829,2.3228222197215507,0.542253590127997,186.12004754444888,1.6037789162742906,0.24439765528281088
3.550069144632597,2.958688958118154,0.44728127643018434,15.457059633714834,0.7434159439663515,0.6408424965112571
5.020733544594655,0.8605701062262738,0.2384910665683524,169.46910892136447,0.7206232703802533,0.5464076622135927
4.361353437466479,1.2821269936987625,0.44169748229389305,367.3782391743903,0.8548663089433226,0.38149918361003315
3.8338734900165696,2.49557264272838,0.4762527025227215,186.26684381208543,1.9658272432271215,0.7071387611079758
3.230381826097508,0.8960403494986056,0.27747904952346936,274.7094276057886,1.7066930499765538,0.33007900499857856
8.370537271188148,1.8784261574310726,0.4038250910862516,318.0400489883451,1.3769253584675054,0.41073031471219756
3.550828777500659,1.7580185499008898,0.666912675258463,73.41831071079991,1.3813770958379175,0.6345718463151556
4.000884128704484,2.139533988841662,0.7453041058625289,150.9666064356585,1.6513725139783964,0.4736621945257534
7.389939156753735,2.743406660383747,0.39133121162399387,25.243840166660277,0.6338848682193935,0.6010026864528599
7.8721818543677475,2.5047862927274105,0.7820599025739965,257.31764516722694,1.1885898902815324,0.4936399190245228
12.502510164847141,1.538000369709735,0.3931161736729341,290.87294741531247,0.5896010241633165,0.5169377840016928
9.439577570792572,1.0775912938528853,0.5353046347807249,185.7756167927656,1.1941853849607655,0.2565264994735811
4.042699364336379,2.2410115604764935,0.5527569663899354,237.40889610485897,1.5204357149770298,0.347366052457463
7.085109838767283,2.3595505982905305,0.7489601885677142,138.7757347583879,1.3368166714886947,0.4231616730497022
8.70747054419411,1.825468125871085,0.5317423639960869,285.21403704605507,1.69509265826726,0.4659761326223986
6.471112009494589,2.095154933487194,0.780491347838743,75.62064408933418,1.1390668636777674,0.34613273145532414
1.5073041665240745,2.114570845791252,0.3879329259587383,142.74744122150597,1.2221982551008015,0.4111280501743144
4.880304497037351,2.4294789888685826,0.37411079143617876,69.64866415293886,0.4927109901015517,0.4259423675144732
6.4670590449911005,1.614858554804103,0.6026843384451799,319.3967731601716,0.978700895367274,0.6156831764371236
6.871244491617942,1.3636787364889913,0.4476358906926599,310.25247654544006,1.2922915212561974,0.35959819525110076
6.628024428918362,0.7650036291752031,0.42522410407569083,191.32381608222266,0.8247214218872863,0.2564197373801301
1.9811835103074373,1.9656188974727504,0.7145098599106119,196.30654637760847,1.8142675939059318,0.3067765620092855
6.7668382817309585,1.4039600434012522,0.298165351450729,109.71106695995404,1.6936075109687851,0.5540894237114764
3.8779708884057187,1.0982228986091331,0.3930343822266138,124.30194042147187,1.6123391480655187,0.4809785849563379
5.126993174598607,1.2195320615753953,0.5388132887406392,235.6415616786137,1.2303951535171562,0.4649271791544094
4.518416884287159,0.8284762163182232,0.7243822254307515,79.67563988311426,1.2983715972005108,0.6125235461758544
